Index,Timestamp,Voltage [V],Current [A],Power [W],Resistance [Ohm]
74,2025-04-01 21:52:26,9.185227,0.065395,0.601483,140.238632
75,2025-04-01 21:52:27,9.184099,0.065513,0.601493,140.536804
76,2025-04-01 21:52:28,9.18224,0.065557,0.601197,140.383301
77,2025-04-01 21:52:29,9.181039,0.065227,0.601537,140.091095
78,2025-04-01 21:52:30,9.179649,0.065358,0.60023,139.897415
79,2025-04-01 21:52:31,9.179524,0.065396,0.600321,140.052734
80,2025-04-01 21:52:32,9.177958,0.065527,0.599998,140.066498
81,2025-04-01 21:52:34,9.17638,0.065353,0.602512,140.263428
82,2025-04-01 21:52:35,9.176505,0.065537,0.601008,140.239273
83,2025-04-01 21:52:36,9.175712,0.065605,0.59918,140.051743
84,2025-04-01 21:52:37,9.174468,0.065385,0.600135,139.764481
85,2025-04-01 21:52:38,9.172411,0.065725,0.599114,139.974579
86,2025-04-01 21:52:39,9.172296,0.065527,0.599947,140.011841
87,2025-04-01 21:52:40,9.169642,0.065487,0.599531,139.988113
88,2025-04-01 21:52:41,9.169277,0.065422,0.601529,140.171341
89,2025-04-01 21:52:43,9.167742,0.065643,0.601277,139.95253
90,2025-04-01 21:52:44,9.166164,0.0657,0.60088,140.010376
91,2025-04-01 21:52:45,9.166101,0.0658,0.601275,139.658615
92,2025-04-01 21:52:46,9.165454,0.065614,0.60103,139.608353
93,2025-04-01 21:52:47,9.163062,0.06567,0.601916,139.698166
94,2025-04-01 21:52:48,9.163031,0.065626,0.602895,139.411194
95,2025-04-01 21:52:49,9.16162,0.065664,0.601342,139.589233
96,2025-04-01 21:52:50,9.161443,0.065645,0.600261,139.713654
97,2025-04-01 21:52:51,9.15949,0.065713,0.59993,139.702255
98,2025-04-01 21:52:52,9.158069,0.065491,0.60006,139.499039
99,2025-04-01 21:52:54,9.157724,0.065465,0.600516,139.585327
100,2025-04-01 21:52:55,9.155322,0.065471,0.600357,139.232727
101,2025-04-01 21:52:56,9.154778,0.065623,0.601811,139.334015
102,2025-04-01 21:52:57,9.153578,0.06574,0.600886,139.240021
103,2025-04-01 21:52:58,9.152919,0.065764,0.601746,139.551971
104,2025-04-01 21:52:59,9.152136,0.065597,0.600907,139.465698
105,2025-04-01 21:53:01,9.149441,0.06561,0.60235,139.236008
106,2025-04-01 21:53:02,9.148835,0.065526,0.600358,139.267212
107,2025-04-01 21:53:03,9.148521,0.065531,0.599639,139.250732
108,2025-04-01 21:53:04,9.148083,0.065599,0.600121,139.079147
109,2025-04-01 21:53:05,9.147289,0.065571,0.599767,139.658829
110,2025-04-01 21:53:06,9.145503,0.065881,0.602797,139.291672
111,2025-04-01 21:53:07,9.143894,0.065589,0.60001,139.28212
112,2025-04-01 21:53:09,9.142808,0.06574,0.599067,139.164001
113,2025-04-01 21:53:10,9.142464,0.065547,0.600354,139.036499
114,2025-04-01 21:53:11,9.141137,0.065608,0.600041,139.175323
115,2025-04-01 21:53:12,9.140802,0.065742,0.60366,139.06131
116,2025-04-01 21:53:13,9.138463,0.065994,0.60058,138.945435
117,2025-04-01 21:53:14,9.13909,0.0657,0.602041,138.691406
118,2025-04-01 21:53:15,9.136948,0.065752,0.598484,139.361649
119,2025-04-01 21:53:16,9.13723,0.065755,0.600221,139.038193
120,2025-04-01 21:53:17,9.135391,0.065692,0.59919,138.762497
121,2025-04-01 21:53:18,9.133908,0.065812,0.601916,138.755295
122,2025-04-01 21:53:20,9.132488,0.065777,0.600003,139.254059
123,2025-04-01 21:53:21,9.131109,0.065807,0.599735,138.702225
124,2025-04-01 21:53:22,9.130451,0.065901,0.601544,138.407455
125,2025-04-01 21:53:23,9.130357,0.065701,0.601855,137.984695
126,2025-04-01 21:53:24,9.12995,0.06581,0.598416,138.452133
127,2025-04-01 21:53:25,9.127014,0.065818,0.60064,138.571014
128,2025-04-01 21:53:26,9.125772,0.065476,0.601307,138.982559
129,2025-04-01 21:53:27,9.126221,0.065696,0.600799,138.424561
130,2025-04-01 21:53:29,9.124747,0.065839,0.599523,138.932205
131,2025-04-01 21:53:30,9.124121,0.065777,0.600232,138.689285
132,2025-04-01 21:53:31,9.122993,0.065847,0.600743,138.605469
133,2025-04-01 21:53:32,9.122283,0.066051,0.601966,138.224274
134,2025-04-01 21:53:33,9.119828,0.06587,0.601959,138.192917
135,2025-04-01 21:53:34,9.120371,0.065784,0.600051,138.483185
136,2025-04-01 21:53:35,9.117927,0.065999,0.601114,138.270401
137,2025-04-01 21:53:36,9.118574,0.0659,0.601554,138.012756
138,2025-04-01 21:53:37,9.116548,0.065817,0.599389,137.905167
139,2025-04-01 21:53:38,9.115263,0.066139,0.602004,138.359146
140,2025-04-01 21:53:40,9.114501,0.065886,0.600617,138.539352
141,2025-04-01 21:53:41,9.113738,0.065821,0.597535,138.2621
142,2025-04-01 21:53:42,9.113174,0.066016,0.602746,138.180786
143,2025-04-01 21:53:43,9.111753,0.06584,0.601903,137.937958
144,2025-04-01 21:53:44,9.111043,0.06605,0.601246,137.845673
145,2025-04-01 21:53:45,9.109529,0.065977,0.60089,138.175095
146,2025-04-01 21:53:46,9.107983,0.066099,0.600992,138.047577
147,2025-04-01 21:53:48,9.107888,0.066042,0.599702,138.021393
148,2025-04-01 21:53:49,9.105705,0.06587,0.600101,138.120239
149,2025-04-01 21:53:50,9.106154,0.06605,0.601243,137.708374
150,2025-04-01 21:53:51,9.104159,0.066098,0.600367,138.231644
151,2025-04-01 21:53:52,9.10324,0.066047,0.600885,137.788757
152,2025-04-01 21:53:53,9.103063,0.066193,0.601862,137.712631
153,2025-04-01 21:53:54,9.102541,0.065819,0.601758,138.100113
154,2025-04-01 21:53:55,9.100922,0.065905,0.600948,137.989014
155,2025-04-01 21:53:56,9.100055,0.06604,0.600946,138.225037
156,2025-04-01 21:53:57,9.098153,0.066118,0.601035,137.838547
157,2025-04-01 21:53:58,9.098488,0.065923,0.599832,137.794846
158,2025-04-01 21:54:00,9.097172,0.066068,0.601745,137.588974
159,2025-04-01 21:54:01,9.095156,0.065969,0.599711,137.991821
160,2025-04-01 21:54:02,9.095594,0.066143,0.600821,137.92482
161,2025-04-01 21:54:03,9.093536,0.066108,0.600758,137.922012
162,2025-04-01 21:54:04,9.093432,0.066216,0.600278,137.738434
163,2025-04-01 21:54:05,9.09292,0.065868,0.600681,137.468307
164,2025-04-01 21:54:06,9.09009,0.065864,0.598817,137.84581
165,2025-04-01 21:54:08,9.090194,0.066202,0.601954,137.407181
166,2025-04-01 21:54:09,9.089076,0.06603,0.600038,137.449951
167,2025-04-01 21:54:10,9.087133,0.066241,0.601244,137.564468
168,2025-04-01 21:54:11,9.087718,0.066124,0.601402,137.025742
169,2025-04-01 21:54:12,9.085995,0.066147,0.601203,137.607834
170,2025-04-01 21:54:13,9.084605,0.066212,0.602615,137.206696
171,2025-04-01 21:54:14,9.084689,0.06646,0.599718,137.096909
172,2025-04-01 21:54:15,9.083038,0.066386,0.600715,137.414749
173,2025-04-01 21:54:17,9.081096,0.066417,0.598558,137.059509
174,2025-04-01 21:54:19,9.080114,0.066144,0.599712,137.344604
175,2025-04-01 21:54:20,9.080364,0.065955,0.601269,137.236877
176,2025-04-01 21:54:21,9.078401,0.066282,0.600763,137.451599
177,2025-04-01 21:54:22,9.078234,0.066333,0.601466,137.006409
178,2025-04-01 21:54:23,9.076228,0.066322,0.602496,137.03096
179,2025-04-01 21:54:24,9.075967,0.066413,0.603604,137.070709
180,2025-04-01 21:54:25,9.073596,0.066173,0.599816,137.225601
181,2025-04-01 21:54:26,9.073461,0.066407,0.60229,136.871033
182,2025-04-01 21:54:27,9.072092,0.066017,0.60016,137.167038
183,2025-04-01 21:54:29,9.071862,0.066115,0.60013,136.944702
184,2025-04-01 21:54:30,9.071057,0.06626,0.59988,137.175949
185,2025-04-01 21:54:31,9.069961,0.066131,0.600026,136.930206
186,2025-04-01 21:54:32,9.06876,0.066345,0.600051,136.941742
187,2025-04-01 21:54:33,9.068258,0.066361,0.602229,137.117798
188,2025-04-01 21:54:34,9.06807,0.066089,0.603788,136.944855
189,2025-04-01 21:54:35,9.0662,0.066317,0.601199,136.751892
190,2025-04-01 21:54:36,9.064947,0.066078,0.601424,136.662857
191,2025-04-01 21:54:38,9.064665,0.066382,0.599845,137.026169
192,2025-04-01 21:54:39,9.063975,0.066472,0.599216,136.43576
193,2025-04-01 21:54:40,9.062576,0.066361,0.602677,136.260376
194,2025-04-01 21:54:41,9.061385,0.066264,0.600958,136.666641
195,2025-04-01 21:54:42,9.061218,0.06649,0.601018,136.802322
196,2025-04-01 21:54:43,9.059004,0.066475,0.60091,136.157272
197,2025-04-01 21:54:44,9.059432,0.06649,0.601928,136.497101
198,2025-04-01 21:54:45,9.058586,0.066124,0.598835,136.453873
199,2025-04-01 21:54:46,9.056256,0.066259,0.600818,136.311615
200,2025-04-01 21:54:47,9.055744,0.066351,0.599791,136.4216
201,2025-04-01 21:54:49,9.054105,0.066285,0.60008,136.63562
202,2025-04-01 21:54:50,9.054606,0.066316,0.60077,136.701706
203,2025-04-01 21:54:51,9.053175,0.066328,0.601862,136.602997
204,2025-04-01 21:54:52,9.053144,0.066296,0.601739,136.287598
205,2025-04-01 21:54:53,9.052652,0.066264,0.600729,136.133347
206,2025-04-01 21:54:54,9.050773,0.066458,0.60068,136.435959
207,2025-04-01 21:54:55,9.049634,0.066378,0.602451,136.431061
208,2025-04-01 21:54:56,9.049143,0.066485,0.602134,136.84877
209,2025-04-01 21:54:58,9.047493,0.066407,0.599639,136.295395
210,2025-04-01 21:54:59,9.047472,0.06642,0.598619,136.13472
211,2025-04-01 21:55:00,9.046187,0.066233,0.601429,136.439301
212,2025-04-01 21:55:01,9.044745,0.066634,0.600928,136.079346
213,2025-04-01 21:55:02,9.044756,0.066345,0.601005,136.060928
214,2025-04-01 21:55:03,9.043294,0.066361,0.600108,136.234222
215,2025-04-01 21:55:04,9.042803,0.066553,0.601277,136.171707
216,2025-04-01 21:55:05,9.041152,0.066603,0.599855,136.383804
217,2025-04-01 21:55:06,9.04086,0.066719,0.600587,135.953506
218,2025-04-01 21:55:07,9.038855,0.066514,0.602973,135.946793
219,2025-04-01 21:55:09,9.038509,0.066472,0.60228,136.182648
220,2025-04-01 21:55:10,9.038197,0.066692,0.601357,135.88945
221,2025-04-01 21:55:11,9.036389,0.066416,0.59927,135.744461
222,2025-04-01 21:55:12,9.036065,0.066575,0.600905,135.976242
223,2025-04-01 21:55:13,9.035,0.066538,0.600861,135.425919
224,2025-04-01 21:55:14,9.034937,0.066594,0.600773,135.733765
225,2025-04-01 21:55:15,9.033715,0.066589,0.60008,135.853073
226,2025-04-01 21:55:16,9.032973,0.06638,0.60146,135.579254
227,2025-04-01 21:55:18,9.030675,0.066265,0.599428,135.79335
228,2025-04-01 21:55:19,9.031083,0.06652,0.59998,135.562241
229,2025-04-01 21:55:20,9.029516,0.066569,0.602142,135.714539
230,2025-04-01 21:55:21,9.028576,0.066593,0.602395,135.333435
231,2025-04-01 21:55:22,9.027855,0.06685,0.602027,135.395828
232,2025-04-01 21:55:23,9.026539,0.066632,0.601947,135.406815
233,2025-04-01 21:55:24,9.026006,0.066701,0.600036,135.304413
234,2025-04-01 21:55:25,9.024858,0.066538,0.599557,135.713821
235,2025-04-01 21:55:26,9.025056,0.066563,0.600121,135.670471
236,2025-04-01 21:55:27,9.023217,0.066592,0.598218,136.356705
237,2025-04-01 21:55:29,9.021922,0.066516,0.599889,135.643158
238,2025-04-01 21:55:30,9.021766,0.066506,0.600701,135.508286
239,2025-04-01 21:55:31,9.021149,0.066764,0.601874,135.407074
240,2025-04-01 21:55:32,9.020501,0.066768,0.60021,135.593307
241,2025-04-01 21:55:33,9.019206,0.066705,0.600402,134.84201
242,2025-04-01 21:55:34,9.01789,0.066762,0.60297,135.089386
243,2025-04-01 21:55:35,9.016397,0.066672,0.601089,135.495651
244,2025-04-01 21:55:36,9.01623,0.066569,0.600498,135.154526
245,2025-04-01 21:55:37,9.015372,0.066567,0.600002,135.33934
246,2025-04-01 21:55:39,9.014433,0.066582,0.600912,135.244202
247,2025-04-01 21:55:40,9.014005,0.066377,0.601257,134.992279
248,2025-04-01 21:55:41,9.013398,0.066663,0.601084,134.793488
249,2025-04-01 21:55:42,9.011748,0.066721,0.601121,135.397018
250,2025-04-01 21:55:43,9.011884,0.066593,0.600666,135.131439
251,2025-04-01 21:55:44,9.010599,0.066581,0.602267,135.445663
252,2025-04-01 21:55:45,9.009336,0.066736,0.600736,135.274689
253,2025-04-01 21:55:46,9.008729,0.066625,0.599225,135.05545
254,2025-04-01 21:55:47,9.007319,0.066758,0.601775,134.749908
255,2025-04-01 21:55:49,9.006337,0.066744,0.600053,135.068771
256,2025-04-01 21:55:50,9.005074,0.066407,0.600525,134.903763
257,2025-04-01 21:55:51,9.00454,0.066823,0.602214,135.201416
258,2025-04-01 21:55:52,9.003778,0.066864,0.602344,134.746964
259,2025-04-01 21:55:53,9.002974,0.06689,0.603156,135.269211
260,2025-04-01 21:55:54,9.002201,0.066721,0.600337,135.016464
261,2025-04-01 21:55:55,9.001104,0.066872,0.600925,134.805618
262,2025-04-01 21:55:56,9.000436,0.066516,0.60105,135.082001
263,2025-04-01 21:55:57,8.999308,0.066841,0.60092,134.405075
264,2025-04-01 21:55:59,8.998806,0.066595,0.598841,135.147171
265,2025-04-01 21:56:00,8.997876,0.066567,0.601725,135.072372
266,2025-04-01 21:56:01,8.996916,0.06674,0.60082,134.367615
267,2025-04-01 21:56:02,8.996195,0.066811,0.600815,134.914139
268,2025-04-01 21:56:03,8.996153,0.066929,0.602924,134.62323
269,2025-04-01 21:56:04,8.994931,0.067078,0.602551,134.381302
270,2025-04-01 21:56:05,8.993635,0.06701,0.601695,134.354385
271,2025-04-01 21:56:06,8.993594,0.066918,0.601535,134.762344
272,2025-04-01 21:56:07,8.992549,0.066906,0.601024,134.898087
273,2025-04-01 21:56:09,8.990701,0.066835,0.601006,134.506027
274,2025-04-01 21:56:10,8.989823,0.066766,0.599707,135.172272
275,2025-04-01 21:56:11,8.989676,0.066716,0.60012,134.191086
276,2025-04-01 21:56:12,8.988235,0.067026,0.600997,133.920441
277,2025-04-01 21:56:13,8.988716,0.066906,0.600904,134.168915
278,2025-04-01 21:56:14,8.987243,0.066894,0.600971,134.755402
279,2025-04-01 21:56:15,8.985916,0.067124,0.602081,134.536148
280,2025-04-01 21:56:17,8.984537,0.067006,0.601693,134.412811
281,2025-04-01 21:56:18,8.982761,0.06685,0.6018,134.457275
282,2025-04-01 21:56:20,8.982898,0.066803,0.599555,134.281738
283,2025-04-01 21:56:21,8.981812,0.067016,0.601857,134.604996
284,2025-04-01 21:56:22,8.981926,0.067009,0.601173,134.240005
285,2025-04-01 21:56:23,8.98107,0.067018,0.599926,134.222092
286,2025-04-01 21:56:24,8.979336,0.067032,0.600228,133.826843
287,2025-04-01 21:56:25,8.978312,0.066859,0.601553,133.912598
288,2025-04-01 21:56:26,8.977267,0.06681,0.600499,134.016006
289,2025-04-01 21:56:27,8.976683,0.067029,0.600202,134.053635
290,2025-04-01 21:56:29,8.976046,0.066833,0.601121,134.855606
291,2025-04-01 21:56:30,8.975523,0.066789,0.601698,134.27652
292,2025-04-01 21:56:31,8.975053,0.067124,0.601672,134.10495
293,2025-04-01 21:56:32,8.972995,0.066889,0.600344,134.121017
294,2025-04-01 21:56:33,8.973351,0.067119,0.599714,133.934464
295,2025-04-01 21:56:34,8.972421,0.066887,0.601453,134.009705
296,2025-04-01 21:56:35,8.971313,0.066906,0.601303,134.24707
297,2025-04-01 21:56:36,8.968901,0.066984,0.601399,134.06131
298,2025-04-01 21:56:37,8.968597,0.066858,0.600211,134.220703
299,2025-04-01 21:56:39,8.967418,0.066824,0.600298,133.666916
300,2025-04-01 21:56:40,8.968555,0.067004,0.600593,134.122421
301,2025-04-01 21:56:41,8.966414,0.066907,0.601493,134.046341
302,2025-04-01 21:56:42,8.965881,0.067042,0.600168,133.887451
303,2025-04-01 21:56:43,8.965453,0.066948,0.601731,133.594727
304,2025-04-01 21:56:44,8.964242,0.066868,0.600474,133.57106
305,2025-04-01 21:56:45,8.963019,0.06701,0.600405,133.770462
306,2025-04-01 21:56:46,8.962831,0.066945,0.601444,133.952332
307,2025-04-01 21:56:48,8.962028,0.066788,0.600388,133.417313
308,2025-04-01 21:56:49,8.960231,0.067188,0.601798,133.530319
309,2025-04-01 21:56:50,8.960262,0.067105,0.599833,133.610626
310,2025-04-01 21:56:51,8.959071,0.067314,0.601414,133.679916
311,2025-04-01 21:56:52,8.959113,0.067062,0.598718,133.349792
312,2025-04-01 21:56:53,8.957337,0.067219,0.60162,133.834717
313,2025-04-01 21:56:54,8.956408,0.067323,0.600929,133.173538
314,2025-04-01 21:56:55,8.956941,0.067239,0.60184,133.535263
315,2025-04-01 21:56:56,8.955499,0.066983,0.601989,133.405396
316,2025-04-01 21:56:59,8.953096,0.066833,0.600737,133.952499
317,2025-04-01 21:57:00,8.952595,0.067356,0.599783,133.323471
318,2025-04-01 21:57:01,8.951864,0.066984,0.599663,133.583511
319,2025-04-01 21:57:02,8.950747,0.067169,0.598959,133.128799
320,2025-04-01 21:57:03,8.949722,0.067109,0.601306,133.690109
321,2025-04-01 21:57:04,8.950068,0.067295,0.601105,133.412079
322,2025-04-01 21:57:05,8.947581,0.067053,0.59906,133.754303
323,2025-04-01 21:57:06,8.947216,0.067117,0.599998,133.604752
324,2025-04-01 21:57:08,8.947101,0.067078,0.599499,133.277039
325,2025-04-01 21:57:09,8.945523,0.067209,0.601025,133.464996
326,2025-04-01 21:57:10,8.946067,0.067113,0.60024,133.431396
327,2025-04-01 21:57:11,8.945618,0.067292,0.602354,133.44751
328,2025-04-01 21:57:12,8.943424,0.067336,0.60197,133.18544
329,2025-04-01 21:57:13,8.942619,0.06698,0.599907,133.196045
330,2025-04-01 21:57:14,8.942849,0.067202,0.600432,133.259232
331,2025-04-01 21:57:15,8.942327,0.067179,0.601895,133.290192
332,2025-04-01 21:57:16,8.940384,0.067046,0.600984,133.011124
333,2025-04-01 21:57:17,8.940373,0.067054,0.599269,132.630112
334,2025-04-01 21:57:19,8.938148,0.067292,0.600082,133.091324
335,2025-04-01 21:57:20,8.938441,0.067167,0.601284,132.933273
336,2025-04-01 21:57:21,8.937961,0.06734,0.600025,133.043457
337,2025-04-01 21:57:22,8.936562,0.067057,0.601612,132.783447
338,2025-04-01 21:57:23,8.936488,0.067232,0.599827,133.057449
339,2025-04-01 21:57:24,8.934733,0.067467,0.600621,132.737045
340,2025-04-01 21:57:25,8.933793,0.067317,0.599638,133.048019
341,2025-04-01 21:57:26,8.933751,0.067266,0.599983,132.963806
342,2025-04-01 21:57:28,8.932321,0.06702,0.602003,132.838547
343,2025-04-01 21:57:29,8.931954,0.067239,0.601311,132.786575
344,2025-04-01 21:57:30,8.930764,0.067435,0.600135,132.817459
345,2025-04-01 21:57:31,8.930106,0.067224,0.601568,132.825027
346,2025-04-01 21:57:32,8.929071,0.067293,0.601038,132.191803
347,2025-04-01 21:57:33,8.92951,0.067367,0.600647,132.509903
348,2025-04-01 21:57:34,8.927348,0.06737,0.600439,132.891434
349,2025-04-01 21:57:35,8.927881,0.067288,0.599642,132.988098
350,2025-04-01 21:57:36,8.925718,0.067312,0.599028,132.852188
351,2025-04-01 21:57:37,8.924413,0.067364,0.600585,132.58754
352,2025-04-01 21:57:39,8.925218,0.067445,0.598736,132.885941
353,2025-04-01 21:57:40,8.924256,0.067356,0.601176,132.532303
354,2025-04-01 21:57:41,8.922993,0.067201,0.602998,132.274216
355,2025-04-01 21:57:42,8.922972,0.067517,0.599898,132.67807
356,2025-04-01 21:57:43,8.922502,0.067445,0.60299,132.495407
357,2025-04-01 21:57:44,8.92131,0.067235,0.600001,132.602127
358,2025-04-01 21:57:45,8.920569,0.067357,0.600158,132.759109
359,2025-04-01 21:57:46,8.919754,0.067564,0.602065,132.330673
360,2025-04-01 21:57:48,8.918595,0.067208,0.599805,132.385864
361,2025-04-01 21:57:49,8.91801,0.067441,0.599883,132.610428
362,2025-04-01 21:57:50,8.917289,0.067428,0.602173,131.954224
363,2025-04-01 21:57:51,8.917153,0.067811,0.602467,132.297958
364,2025-04-01 21:57:52,8.914574,0.0673,0.601357,132.152878
365,2025-04-01 21:57:53,8.915649,0.067462,0.600822,132.072418
366,2025-04-01 21:57:54,8.915023,0.067452,0.600854,132.726456
367,2025-04-01 21:57:55,8.913153,0.067444,0.601343,131.978455
368,2025-04-01 21:57:56,8.911314,0.067275,0.601897,132.045334
369,2025-04-01 21:57:57,8.910645,0.067331,0.600385,132.485016
370,2025-04-01 21:57:59,8.910343,0.067496,0.60135,132.03035
371,2025-04-01 21:58:00,8.910249,0.067425,0.601456,132.162811
372,2025-04-01 21:58:01,8.908975,0.067556,0.600189,131.866486
373,2025-04-01 21:58:02,8.908431,0.067445,0.600697,132.185257
374,2025-04-01 21:58:03,8.908108,0.067595,0.601442,132.004425
375,2025-04-01 21:58:04,8.906541,0.067361,0.600815,131.977722
376,2025-04-01 21:58:05,8.906771,0.067288,0.600812,132.217041
377,2025-04-01 21:58:06,8.905392,0.067387,0.598409,131.85466
378,2025-04-01 21:58:07,8.903397,0.067526,0.599075,131.741669
379,2025-04-01 21:58:09,8.904065,0.067426,0.601086,132.22287
380,2025-04-01 21:58:10,8.903553,0.067538,0.601477,131.716995
381,2025-04-01 21:58:11,8.901903,0.067644,0.599324,132.145462
382,2025-04-01 21:58:12,8.902342,0.067514,0.600259,132.026108
383,2025-04-01 21:58:13,8.901976,0.067301,0.603008,131.65538
384,2025-04-01 21:58:14,8.899814,0.067519,0.60163,131.508148
385,2025-04-01 21:58:15,8.899563,0.06744,0.600143,132.351944
386,2025-04-01 21:58:16,8.897965,0.06736,0.601239,131.852173
387,2025-04-01 21:58:18,8.897985,0.067521,0.601171,132.081314
388,2025-04-01 21:58:19,8.89715,0.067492,0.600562,131.976517
389,2025-04-01 21:58:20,8.89599,0.067477,0.600974,131.34169
390,2025-04-01 21:58:21,8.896095,0.067639,0.602022,131.691269
391,2025-04-01 21:58:22,8.895604,0.067623,0.603234,131.026794
392,2025-04-01 21:58:23,8.894967,0.067822,0.601052,131.888184
393,2025-04-01 21:58:24,8.89317,0.067644,0.601079,131.660538
394,2025-04-01 21:58:25,8.893181,0.067622,0.599039,132.153366
395,2025-04-01 21:58:26,8.891249,0.067534,0.602871,131.391998
396,2025-04-01 21:58:27,8.891249,0.067562,0.602037,131.295425
397,2025-04-01 21:58:29,8.890893,0.067669,0.599899,131.507248
